GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALU3E001,ALU3E002,ALU3E003,ALU3E004,ALU3E005,ALU3E006,ALU3E007,ALU3E008,ALU3E009,ALU3E010,ALU3E011,ALU3E012,ALU3E013,NAME_M,ALU3M001,ALU3M002,ALU3M003,ALU3M004,ALU3M005,ALU3M006,ALU3M007,ALU3M008,ALU3M009,ALU3M010,ALU3M011,ALU3M012,ALU3M013
"G3901130","2015-2019","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39113",,,"Montgomery County, Ohio",232830,6877,26129,36557,43836,43104,20484,25389,5588,5128,9532,6614,3592,"Montgomery County, Ohio",2177,611,1160,1450,1414,1301,1008,954,547,490,698,550,472
"G3901150","2015-2019","OH",,,"Ohio","39","Morgan County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39115",,,"Morgan County, Ohio",5466,324,637,547,546,474,283,483,148,249,573,718,484,"Morgan County, Ohio",260,105,150,138,125,131,103,116,56,91,126,167,134
"G3901170","2015-2019","OH",,,"Ohio","39","Morrow County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39117",,,"Morrow County, Ohio",16446,526,1365,1210,1668,1956,1361,2075,747,1203,2377,1657,301,"Morrow County, Ohio",524,160,282,249,313,392,291,351,211,305,343,352,125
"G3901190","2015-2019","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39119",,,"Muskingum County, Ohio",36891,1592,4275,6319,5787,5880,2544,2723,1017,1015,2227,2880,632,"Muskingum County, Ohio",865,278,469,481,474,508,316,351,232,201,306,318,155
"G3901210","2015-2019","OH",,,"Ohio","39","Noble County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39121",,,"Noble County, Ohio",3810,364,361,270,437,351,298,650,146,180,394,120,239,"Noble County, Ohio",374,173,116,85,108,113,113,158,81,104,130,78,125
"G3901230","2015-2019","OH",,,"Ohio","39","Ottawa County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39123",,,"Ottawa County, Ohio",18102,737,2531,2568,2685,2200,1402,2336,737,518,1241,815,332,"Ottawa County, Ohio",492,170,342,246,288,268,225,247,131,115,189,144,83
"G3901250","2015-2019","OH",,,"Ohio","39","Paulding County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39125",,,"Paulding County, Ohio",8311,719,945,947,1098,1085,758,962,240,423,708,395,31,"Paulding County, Ohio",287,145,169,147,206,170,119,159,77,92,135,94,22
"G3901270","2015-2019","OH",,,"Ohio","39","Perry County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39127",,,"Perry County, Ohio",14401,798,1389,1244,1231,1566,1266,1546,710,604,1933,1761,353,"Perry County, Ohio",542,278,262,243,247,263,291,285,170,182,264,346,113
"G3901290","2015-2019","OH",,,"Ohio","39","Pickaway County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39129",,,"Pickaway County, Ohio",23640,1044,1972,2306,2282,2445,1868,3377,1488,1500,3616,1326,416,"Pickaway County, Ohio",572,281,275,440,335,404,337,349,260,268,429,260,119
"G3901310","2015-2019","OH",,,"Ohio","39","Pike County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39131",,,"Pike County, Ohio",9977,568,1191,977,1465,1168,721,1176,382,327,810,515,677,"Pike County, Ohio",574,205,279,231,298,249,219,264,141,101,213,167,222
"G3901330","2015-2019","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39133",,,"Portage County, Ohio",75842,2509,8323,8781,9248,10733,6615,10293,3877,4143,7577,2783,960,"Portage County, Ohio",1154,411,714,656,753,787,564,732,501,402,716,327,191
"G3901350","2015-2019","OH",,,"Ohio","39","Preble County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39135",,,"Preble County, Ohio",18815,1066,2165,2542,2325,2019,1038,2088,737,979,2332,1178,346,"Preble County, Ohio",455,197,299,255,201,218,159,262,175,199,249,223,99
"G3901370","2015-2019","OH",,,"Ohio","39","Putnam County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39137",,,"Putnam County, Ohio",16674,1334,2724,2258,1818,1877,1485,2016,901,659,945,439,218,"Putnam County, Ohio",384,175,299,295,221,200,191,225,155,124,140,115,69
"G3901390","2015-2019","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39139",,,"Richland County, Ohio",49859,1647,7370,9765,9646,7053,3083,4122,718,800,1859,2103,1693,"Richland County, Ohio",964,275,540,565,673,587,394,493,188,184,293,304,251
"G3901410","2015-2019","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39141",,,"Ross County, Ohio",29828,1109,3045,5025,5480,3999,1741,2707,753,967,2118,2053,831,"Ross County, Ohio",944,259,364,449,486,460,277,414,171,272,290,327,212
"G3901430","2015-2019","OH",,,"Ohio","39","Sandusky County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39143",,,"Sandusky County, Ohio",27099,1605,5073,5361,4284,2672,1722,2498,736,955,1203,658,332,"Sandusky County, Ohio",721,240,496,522,412,285,264,304,157,190,195,152,105
"G3901450","2015-2019","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39145",,,"Scioto County, Ohio",26556,1538,3288,3348,4209,3638,2066,3233,789,939,1520,989,999,"Scioto County, Ohio",786,284,370,374,438,506,283,419,224,203,295,230,211
"G3901470","2015-2019","OH",,,"Ohio","39","Seneca County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39147",,,"Seneca County, Ohio",25480,1560,3696,4771,3604,3430,1942,2290,741,854,1439,563,590,"Seneca County, Ohio",517,210,338,404,327,355,256,245,177,176,201,121,133
"G3901490","2015-2019","OH",,,"Ohio","39","Shelby County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39149",,,"Shelby County, Ohio",23826,1355,4602,4504,3965,3512,1424,1897,449,454,903,512,249,"Shelby County, Ohio",502,238,448,369,365,340,212,265,114,136,181,115,81
"G3901510","2015-2019","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39151",,,"Stark County, Ohio",167622,6538,19997,29390,29402,25301,12037,18668,4567,4873,8392,5595,2862,"Stark County, Ohio",1633,548,831,987,1051,1102,699,865,511,412,615,526,366
"G3901530","2015-2019","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39153",,,"Summit County, Ohio",251345,6101,25438,39317,44748,40336,21229,29455,8901,9080,15362,7913,3465,"Summit County, Ohio",2030,577,1137,1552,1234,1388,998,1087,558,644,874,682,419
"G3901550","2015-2019","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39155",,,"Trumbull County, Ohio",82896,2896,10522,12415,14586,13483,6359,7959,1995,3136,4005,3977,1563,"Trumbull County, Ohio",1201,345,591,676,689,758,529,560,281,470,364,408,249
"G3901570","2015-2019","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39157",,,"Tuscarawas County, Ohio",42099,2143,6730,5780,6460,6112,2992,4369,1055,1188,2473,1457,1340,"Tuscarawas County, Ohio",876,319,627,540,524,562,381,419,166,239,288,292,314
"G3901590","2015-2019","OH",,,"Ohio","39","Union County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39159",,,"Union County, Ohio",26794,952,2483,3932,3668,3255,2293,3326,1410,1390,2777,840,468,"Union County, Ohio",638,238,399,424,497,389,291,324,269,257,303,195,122
"G3901610","2015-2019","OH",,,"Ohio","39","Van Wert County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39161",,,"Van Wert County, Ohio",13221,888,2766,2529,1802,1206,616,1162,304,484,850,431,183,"Van Wert County, Ohio",385,166,269,271,238,179,127,173,95,110,129,95,74
"G3901630","2015-2019","OH",,,"Ohio","39","Vinton County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39163",,,"Vinton County, Ohio",5097,330,503,511,591,418,315,640,310,236,614,300,329,"Vinton County, Ohio",339,106,140,146,185,115,100,191,123,101,223,103,107
"G3901650","2015-2019","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39165",,,"Warren County, Ohio",105118,2235,8999,12824,13879,15705,9319,16929,5037,5818,9486,3426,1461,"Warren County, Ohio",1747,410,726,963,777,1029,763,1052,505,636,782,559,323
"G3901670","2015-2019","OH",,,"Ohio","39","Washington County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39167",,,"Washington County, Ohio",25614,1410,2935,4218,3660,3950,2011,3557,744,812,881,643,793,"Washington County, Ohio",719,255,380,372,346,406,305,469,183,193,202,210,206
"G3901690","2015-2019","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39169",,,"Wayne County, Ohio",52273,4002,7891,9467,8231,7233,3116,4368,1505,1236,2894,1565,765,"Wayne County, Ohio",821,415,569,504,524,505,360,411,193,232,296,244,163
"G3901710","2015-2019","OH",,,"Ohio","39","Williams County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39171",,,"Williams County, Ohio",17086,1301,3372,2874,2994,2482,1027,1250,262,346,386,545,247,"Williams County, Ohio",465,186,311,315,278,290,197,194,85,93,98,143,101
"G3901730","2015-2019","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39173",,,"Wood County, Ohio",64688,3527,9738,10396,10023,11069,5471,6670,1524,1851,2349,1119,951,"Wood County, Ohio",1301,472,701,625,596,732,463,524,268,251,301,234,209
"G3901750","2015-2019","OH",,,"Ohio","39","Wyandot County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39175",,,"Wyandot County, Ohio",10880,967,1565,1248,1561,1366,1142,1375,436,202,479,365,174,"Wyandot County, Ohio",328,194,204,217,192,220,266,217,114,67,105,103,63
"G4000010","2015-2019","OK",,,"Oklahoma","40","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40001",,,"Adair County, Oklahoma",7626,423,962,1001,1148,847,378,1017,108,274,738,448,282,"Adair County, Oklahoma",317,116,163,163,151,115,131,164,38,70,127,107,84
"G4000030","2015-2019","OK",,,"Oklahoma","40","Alfalfa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40003",,,"Alfalfa County, Oklahoma",2122,420,388,200,265,147,107,186,34,65,222,54,34,"Alfalfa County, Oklahoma",148,77,100,52,58,47,40,44,16,29,60,27,17
"G4000050","2015-2019","OK",,,"Oklahoma","40","Atoka County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40005",,,"Atoka County, Oklahoma",4413,248,628,660,639,441,197,550,99,145,353,280,173,"Atoka County, Oklahoma",236,61,111,103,119,56,46,88,27,42,81,61,48
"G4000070","2015-2019","OK",,,"Oklahoma","40","Beaver County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40007",,,"Beaver County, Oklahoma",2231,473,483,238,311,200,61,214,12,42,75,67,55,"Beaver County, Oklahoma",112,95,86,72,66,49,25,53,8,25,31,26,24
"G4000090","2015-2019","OK",,,"Oklahoma","40","Beckham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40009",,,"Beckham County, Oklahoma",8339,820,2309,1617,860,674,229,625,176,69,341,228,391,"Beckham County, Oklahoma",406,179,409,329,268,167,90,189,107,72,161,93,179
"G4000110","2015-2019","OK",,,"Oklahoma","40","Blaine County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40011",,,"Blaine County, Oklahoma",3361,477,774,433,483,276,96,231,88,56,140,166,141,"Blaine County, Oklahoma",307,128,145,88,118,78,37,76,55,35,52,56,81
"G4000130","2015-2019","OK",,,"Oklahoma","40","Bryan County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40013",,,"Bryan County, Oklahoma",18813,1148,3475,4373,3074,2298,886,1510,217,220,603,502,507,"Bryan County, Oklahoma",476,173,344,334,305,250,141,195,63,58,134,129,136
"G4000150","2015-2019","OK",,,"Oklahoma","40","Caddo County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40015",,,"Caddo County, Oklahoma",10877,1163,1645,1370,1400,1154,565,1411,155,357,630,649,378,"Caddo County, Oklahoma",338,185,183,187,223,169,86,155,45,79,109,103,90
"G4000170","2015-2019","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40017",,,"Canadian County, Oklahoma",66850,1466,6364,8151,9603,11573,6930,12184,2367,1830,3485,1814,1083,"Canadian County, Oklahoma",1339,228,568,651,791,852,669,822,381,306,378,337,232
"G4000190","2015-2019","OK",,,"Oklahoma","40","Carter County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40019",,,"Carter County, Oklahoma",20127,856,3819,4426,3528,2367,1023,1935,356,228,642,377,570,"Carter County, Oklahoma",504,140,350,338,343,238,193,230,110,64,129,101,160
"G4000210","2015-2019","OK",,,"Oklahoma","40","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40021",,,"Cherokee County, Oklahoma",18576,882,2992,2937,2782,2212,886,2042,426,414,1236,1261,506,"Cherokee County, Oklahoma",633,191,353,418,310,298,239,264,123,131,207,221,141
"G4000230","2015-2019","OK",,,"Oklahoma","40","Choctaw County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40023",,,"Choctaw County, Oklahoma",4915,287,809,951,659,484,304,463,112,72,378,266,130,"Choctaw County, Oklahoma",207,65,135,131,108,93,69,90,37,25,77,61,54
"G4000250","2015-2019","OK",,,"Oklahoma","40","Cimarron County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40025",,,"Cimarron County, Oklahoma",925,330,202,95,74,64,24,42,16,12,32,21,13,"Cimarron County, Oklahoma",68,76,67,36,30,35,20,22,16,11,18,15,10
"G4000270","2015-2019","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40027",,,"Cleveland County, Oklahoma",135519,3286,13809,20348,23606,20184,9894,18976,4454,4446,10573,4007,1936,"Cleveland County, Oklahoma",1735,520,1024,1121,1133,931,735,988,524,425,772,508,399
"G4000290","2015-2019","OK",,,"Oklahoma","40","Coal County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40029",,,"Coal County, Oklahoma",1993,253,408,190,182,161,83,208,64,56,205,91,92,"Coal County, Oklahoma",114,62,78,46,44,46,33,47,33,28,55,42,32
"G4000310","2015-2019","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40031",,,"Comanche County, Oklahoma",48718,2631,8020,11136,11454,7160,1901,3079,628,492,723,731,763,"Comanche County, Oklahoma",1222,432,699,777,804,617,257,362,201,201,226,148,171
"G4000330","2015-2019","OK",,,"Oklahoma","40","Cotton County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40033",,,"Cotton County, Oklahoma",2164,241,322,232,166,168,140,431,87,104,162,76,35,"Cotton County, Oklahoma",165,76,84,74,63,68,49,91,47,59,58,52,27
"G4000350","2015-2019","OK",,,"Oklahoma","40","Craig County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40035",,,"Craig County, Oklahoma",5276,316,1169,782,515,700,227,535,85,148,420,323,56,"Craig County, Oklahoma",268,78,187,115,87,89,58,77,38,47,87,78,28
"G4000370","2015-2019","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40037",,,"Creek County, Oklahoma",28722,996,2672,3610,3893,4167,2320,5278,1102,1048,2440,763,433,"Creek County, Oklahoma",502,150,253,281,295,257,205,306,159,142,222,106,94
"G4000390","2015-2019","OK",,,"Oklahoma","40","Custer County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40039",,,"Custer County, Oklahoma",13129,1656,4193,2037,1105,1023,432,989,98,94,404,520,578,"Custer County, Oklahoma",593,290,523,366,300,239,167,250,45,67,158,127,191
"G4000410","2015-2019","OK",,,"Oklahoma","40","Delaware County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40041",,,"Delaware County, Oklahoma",14981,831,1682,1772,2063,2115,905,2042,298,449,1235,1010,579,"Delaware County, Oklahoma",507,179,201,263,204,244,163,264,65,95,171,164,105
"G4000430","2015-2019","OK",,,"Oklahoma","40","Dewey County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40043",,,"Dewey County, Oklahoma",1942,449,352,274,164,127,75,153,29,115,75,58,71,"Dewey County, Oklahoma",111,101,70,97,49,48,33,44,18,51,34,25,28
"G4000450","2015-2019","OK",,,"Oklahoma","40","Ellis County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40045",,,"Ellis County, Oklahoma",1616,375,247,221,274,142,23,108,22,49,76,53,26,"Ellis County, Oklahoma",93,70,56,55,60,44,14,33,15,28,32,25,24
"G4000470","2015-2019","OK",,,"Oklahoma","40","Garfield County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40047",,,"Garfield County, Oklahoma",28028,1675,5771,6660,6589,2621,797,1346,339,170,705,704,651,"Garfield County, Oklahoma",745,363,767,602,656,332,162,232,145,70,181,171,267
"G4000490","2015-2019","OK",,,"Oklahoma","40","Garvin County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40049",,,"Garvin County, Oklahoma",10604,686,1937,1626,1346,1019,556,921,231,401,771,974,136,"Garvin County, Oklahoma",322,101,230,220,178,152,96,152,69,91,131,146,76
"G4000510","2015-2019","OK",,,"Oklahoma","40","Grady County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40051",,,"Grady County, Oklahoma",23409,806,3421,3414,2215,1986,1087,3971,1161,917,2922,1139,370,"Grady County, Oklahoma",563,177,312,280,235,220,162,353,163,151,298,176,94
"G4000530","2015-2019","OK",,,"Oklahoma","40","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40053",,,"Grant County, Oklahoma",1844,388,352,195,209,119,68,208,82,59,113,21,30,"Grant County, Oklahoma",104,73,64,64,55,41,36,56,35,24,40,12,23
"G4000550","2015-2019","OK",,,"Oklahoma","40","Greer County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40055",,,"Greer County, Oklahoma",1868,221,447,102,195,67,81,407,66,76,124,63,19,"Greer County, Oklahoma",205,89,112,43,63,30,42,118,41,48,75,43,19
"G4000570","2015-2019","OK",,,"Oklahoma","40","Harmon County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40057",,,"Harmon County, Oklahoma",1113,168,378,123,73,65,30,77,31,14,47,74,33,"Harmon County, Oklahoma",101,47,75,53,31,35,19,37,21,15,28,45,27
"G4000590","2015-2019","OK",,,"Oklahoma","40","Harper County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40059",,,"Harper County, Oklahoma",1383,288,238,142,130,139,112,110,68,9,17,91,39,"Harper County, Oklahoma",113,82,70,61,74,58,53,43,40,11,19,76,38
"G4000610","2015-2019","OK",,,"Oklahoma","40","Haskell County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40061",,,"Haskell County, Oklahoma",4441,353,786,699,476,457,150,355,101,103,509,290,162,"Haskell County, Oklahoma",211,62,104,115,101,79,40,82,35,41,81,64,45
"G4000630","2015-2019","OK",,,"Oklahoma","40","Hughes County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40063",,,"Hughes County, Oklahoma",3757,207,701,670,428,327,190,450,122,89,257,209,107,"Hughes County, Oklahoma",242,81,121,129,75,63,56,83,47,30,66,74,46
"G4000650","2015-2019","OK",,,"Oklahoma","40","Jackson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40065",,,"Jackson County, Oklahoma",11110,749,3118,3282,1887,694,173,373,78,85,214,274,183,"Jackson County, Oklahoma",410,185,395,410,330,132,71,108,49,58,74,107,75
"G4000670","2015-2019","OK",,,"Oklahoma","40","Jefferson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40067",,,"Jefferson County, Oklahoma",2062,317,273,203,177,149,42,286,20,175,176,154,90,"Jefferson County, Oklahoma",108,61,53,39,39,40,18,52,16,44,50,39,29
"G4000690","2015-2019","OK",,,"Oklahoma","40","Johnston County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40069",,,"Johnston County, Oklahoma",3874,246,568,542,391,528,199,501,100,228,272,230,69,"Johnston County, Oklahoma",244,66,121,130,91,115,43,90,48,83,58,71,30
"G4000710","2015-2019","OK",,,"Oklahoma","40","Kay County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40071",,,"Kay County, Oklahoma",17916,1721,4462,3960,2198,1760,696,1349,174,293,447,493,363,"Kay County, Oklahoma",453,233,339,314,216,178,110,201,68,106,113,114,91
"G4000730","2015-2019","OK",,,"Oklahoma","40","Kingfisher County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40073",,,"Kingfisher County, Oklahoma",6777,675,1771,918,894,440,247,589,179,264,323,374,103,"Kingfisher County, Oklahoma",305,205,294,200,205,105,122,153,113,139,108,140,61
"G4000750","2015-2019","OK",,,"Oklahoma","40","Kiowa County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40075",,,"Kiowa County, Oklahoma",3474,614,814,306,156,196,114,301,111,171,347,189,155,"Kiowa County, Oklahoma",199,130,127,71,52,50,46,70,46,77,97,78,50
"G4000770","2015-2019","OK",,,"Oklahoma","40","Latimer County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40077",,,"Latimer County, Oklahoma",3622,270,837,441,480,340,89,369,117,100,287,157,135,"Latimer County, Oklahoma",177,70,110,97,110,71,39,81,35,37,64,55,44
"G4000790","2015-2019","OK",,,"Oklahoma","40","Le Flore County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40079",,,"Le Flore County, Oklahoma",18559,1114,2670,2750,3107,2258,702,2654,494,473,1072,621,644,"Le Flore County, Oklahoma",370,143,245,261,224,211,126,208,109,115,135,108,118
"G4000810","2015-2019","OK",,,"Oklahoma","40","Lincoln County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40081",,,"Lincoln County, Oklahoma",13337,629,1960,1240,1334,1145,434,1556,493,672,2006,1384,484,"Lincoln County, Oklahoma",329,124,191,166,169,148,70,153,105,124,199,185,112
"G4000830","2015-2019","OK",,,"Oklahoma","40","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40083",,,"Logan County, Oklahoma",19144,659,1292,2090,2010,2522,1179,3430,1170,1152,2575,784,281,"Logan County, Oklahoma",732,198,225,398,339,406,235,432,251,243,334,185,104
"G4000850","2015-2019","OK",,,"Oklahoma","40","Love County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40085",,,"Love County, Oklahoma",3685,229,580,482,427,532,170,547,108,161,231,145,73,"Love County, Oklahoma",203,68,125,121,78,91,51,104,48,53,69,43,28
"G4000870","2015-2019","OK",,,"Oklahoma","40","McClain County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40087",,,"McClain County, Oklahoma",17445,818,1689,1515,1640,2419,1209,2725,720,998,2157,1281,274,"McClain County, Oklahoma",451,176,257,216,289,311,179,335,136,209,362,211,114
"G4000890","2015-2019","OK",,,"Oklahoma","40","McCurtain County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40089",,,"McCurtain County, Oklahoma",12464,764,2213,2323,1860,1360,719,1468,264,211,493,526,263,"McCurtain County, Oklahoma",333,150,225,264,209,144,101,152,75,59,111,111,64
"G4000910","2015-2019","OK",,,"Oklahoma","40","McIntosh County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40091",,,"McIntosh County, Oklahoma",6116,270,494,789,1103,799,333,692,78,124,766,337,331,"McIntosh County, Oklahoma",318,95,129,152,176,173,94,132,53,52,188,107,88
"G4000930","2015-2019","OK",,,"Oklahoma","40","Major County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40093",,,"Major County, Oklahoma",3189,454,662,409,255,333,124,384,96,99,168,145,60,"Major County, Oklahoma",124,94,108,79,52,78,37,80,33,43,56,46,29
"G4000950","2015-2019","OK",,,"Oklahoma","40","Marshall County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40095",,,"Marshall County, Oklahoma",6186,404,818,960,813,623,366,756,340,212,525,221,148,"Marshall County, Oklahoma",245,114,114,169,139,113,87,133,98,83,103,70,60
